Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-PN-HRRP,364,,14.5145,15.3349,49,07/01/2017,12/01/2019
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-COPD-HRRP,191,,14.9836,16.9978,18,07/01/2017,12/01/2019
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-HF-HRRP,237,,22.3492,20.7126,58,07/01/2017,12/01/2019
MCALESTER REGIONAL HEALTH CENTER,370034,OK,READM-30-HIP-KNEE-HRRP,N/A,,3.8951,3.5028,Too Few to Report,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-PN-HRRP,615,,16.6670,17.0203,101,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-CABG-HRRP,101,,13.1719,13.3571,13,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-AMI-HRRP,215,,15.2643,15.4792,32,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-COPD-HRRP,304,,17.9785,18.5339,52,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-HIP-KNEE-HRRP,1238,,3.6850,4.2688,43,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,370037,OK,READM-30-HF-HRRP,448,,23.1699,21.7564,108,07/01/2017,12/01/2019
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-COPD-HRRP,121,,17.1078,16.8484,22,07/01/2017,12/01/2019
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-HIP-KNEE-HRRP,N/A,,4.7434,4.4973,Too Few to Report,07/01/2017,12/01/2019
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-AMI-HRRP,N/A,,14.6729,14.8396,Too Few to Report,07/01/2017,12/01/2019
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-HF-HRRP,99,,19.5970,20.3365,17,07/01/2017,12/01/2019
HILLCREST HOSPITAL CLAREMORE,370039,OK,READM-30-PN-HRRP,168,,13.9189,14.6171,20,07/01/2017,12/01/2019
BRISTOW MEDICAL CENTER,370041,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BRISTOW MEDICAL CENTER,370041,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
BRISTOW MEDICAL CENTER,370041,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
BRISTOW MEDICAL CENTER,370041,OK,READM-30-HIP-KNEE-HRRP,852,,3.7079,3.8334,31,07/01/2017,12/01/2019
BRISTOW MEDICAL CENTER,370041,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
BRISTOW MEDICAL CENTER,370041,OK,READM-30-PN-HRRP,N/A,,14.1199,13.8107,Too Few to Report,07/01/2017,12/01/2019
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-PN-HRRP,481,,17.8964,17.1853,89,07/01/2017,12/01/2019
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-COPD-HRRP,244,,18.9590,19.6764,43,07/01/2017,12/01/2019
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-HF-HRRP,320,,21.5766,22.9308,65,07/01/2017,12/01/2019
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-HIP-KNEE-HRRP,N/A,,4.4536,4.7268,Too Few to Report,07/01/2017,12/01/2019
"MERCY HOSPITAL ARDMORE, INC",370047,OK,READM-30-AMI-HRRP,88,,16.1553,15.9415,15,07/01/2017,12/01/2019
STILLWATER MEDICAL CENTER,370049,OK,READM-30-PN-HRRP,251,,16.5470,15.3099,47,07/01/2017,12/01/2019
STILLWATER MEDICAL CENTER,370049,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
STILLWATER MEDICAL CENTER,370049,OK,READM-30-AMI-HRRP,N/A,,12.6157,14.1043,Too Few to Report,07/01/2017,12/01/2019
STILLWATER MEDICAL CENTER,370049,OK,READM-30-COPD-HRRP,118,,18.8867,18.3053,25,07/01/2017,12/01/2019
STILLWATER MEDICAL CENTER,370049,OK,READM-30-HIP-KNEE-HRRP,N/A,,3.3017,4.0131,Too Few to Report,07/01/2017,12/01/2019
STILLWATER MEDICAL CENTER,370049,OK,READM-30-HF-HRRP,178,,20.1341,21.6812,31,07/01/2017,12/01/2019
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-COPD-HRRP,N/A,,15.8140,16.4373,Too Few to Report,07/01/2017,12/01/2019
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-PN-HRRP,147,,13.2690,15.0203,11,07/01/2017,12/01/2019
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
GRADY MEMORIAL HOSPITAL,370054,OK,READM-30-HF-HRRP,76,,18.9417,18.1795,17,07/01/2017,12/01/2019
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-HIP-KNEE-HRRP,139,,5.6799,4.7821,11,07/01/2017,12/01/2019
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-AMI-HRRP,178,,13.7192,14.3128,22,07/01/2017,12/01/2019
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-CABG-HRRP,N/A,,14.2304,14.0216,Too Few to Report,07/01/2017,12/01/2019
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-COPD-HRRP,316,,21.0893,19.8635,72,07/01/2017,12/01/2019
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-PN-HRRP,756,,19.9856,17.9547,159,07/01/2017,12/01/2019
COMANCHE COUNTY MEMORIAL HOSPITAL,370056,OK,READM-30-HF-HRRP,430,,23.9760,22.2908,108,07/01/2017,12/01/2019
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-PN-HRRP,N/A,,14.6283,14.4944,Too Few to Report,07/01/2017,12/01/2019
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-COPD-HRRP,N/A,,14.7824,15.3954,Too Few to Report,07/01/2017,12/01/2019
MUSCOGEE (CREEK) NATION MEDICAL CENTER,370057,OK,READM-30-HF-HRRP,N/A,,19.3089,19.1871,Too Few to Report,07/01/2017,12/01/2019
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-HF-HRRP,160,,21.0599,21.6105,32,07/01/2017,12/01/2019
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-PN-HRRP,142,,16.2205,17.6396,17,07/01/2017,12/01/2019
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-AMI-HRRP,80,,16.0973,15.7937,14,07/01/2017,12/01/2019
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-CABG-HRRP,N/A,,14.3178,14.1402,Too Few to Report,07/01/2017,12/01/2019
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-COPD-HRRP,87,,20.6475,19.9633,21,07/01/2017,12/01/2019
OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,370078,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PUSHMATAHA HOSPITAL,370083,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PUSHMATAHA HOSPITAL,370083,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PUSHMATAHA HOSPITAL,370083,OK,READM-30-HF-HRRP,45,,19.5947,18.6387,12,07/01/2017,12/01/2019
PUSHMATAHA HOSPITAL,370083,OK,READM-30-COPD-HRRP,N/A,,16.6502,17.4588,Too Few to Report,07/01/2017,12/01/2019
PUSHMATAHA HOSPITAL,370083,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PUSHMATAHA HOSPITAL,370083,OK,READM-30-PN-HRRP,53,,16.1896,15.6465,11,07/01/2017,12/01/2019
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-HIP-KNEE-HRRP,N/A,,3.5026,4.0710,Too Few to Report,07/01/2017,12/01/2019
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-AMI-HRRP,61,,16.0533,15.7352,11,07/01/2017,12/01/2019
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-PN-HRRP,164,,18.6725,17.8244,34,07/01/2017,12/01/2019
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-COPD-HRRP,122,,20.5658,19.9087,28,07/01/2017,12/01/2019
NORTHEASTERN HEALTH SYSTEM,370089,OK,READM-30-HF-HRRP,186,,21.1944,21.9906,37,07/01/2017,12/01/2019
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-PN-HRRP,1599,,18.1798,17.1309,295,07/01/2017,12/01/2019
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-AMI-HRRP,579,,15.4197,14.4661,93,07/01/2017,12/01/2019
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-CABG-HRRP,242,,10.8816,12.1552,24,07/01/2017,12/01/2019
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-COPD-HRRP,568,,19.9967,19.6796,115,07/01/2017,12/01/2019
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-HF-HRRP,1294,,23.0236,22.3223,300,07/01/2017,12/01/2019
"SAINT FRANCIS HOSPITAL, INC",370091,OK,READM-30-HIP-KNEE-HRRP,389,,4.7825,4.4240,20,07/01/2017,12/01/2019
O U MEDICAL CENTER,370093,OK,READM-30-PN-HRRP,352,,17.6357,17.6547,62,07/01/2017,12/01/2019
O U MEDICAL CENTER,370093,OK,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
O U MEDICAL CENTER,370093,OK,READM-30-AMI-HRRP,115,,18.3046,16.8705,26,07/01/2017,12/01/2019
O U MEDICAL CENTER,370093,OK,READM-30-COPD-HRRP,169,,19.7999,19.9032,33,07/01/2017,12/01/2019
O U MEDICAL CENTER,370093,OK,READM-30-HIP-KNEE-HRRP,129,,6.3162,4.8465,13,07/01/2017,12/01/2019
O U MEDICAL CENTER,370093,OK,READM-30-HF-HRRP,251,,23.3272,23.1726,59,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-HIP-KNEE-HRRP,N/A,,5.0257,5.1722,Too Few to Report,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-HF-HRRP,219,,22.1297,23.3037,45,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-AMI-HRRP,153,,18.9401,17.4460,34,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-PN-HRRP,205,,15.1846,16.3314,26,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-CABG-HRRP,N/A,,11.8772,12.8378,Too Few to Report,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,370094,OK,READM-30-COPD-HRRP,182,,19.9737,20.0526,36,07/01/2017,12/01/2019
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-PN-HRRP,174,,18.2462,17.2089,36,07/01/2017,12/01/2019
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-COPD-HRRP,103,,18.4857,18.4942,19,07/01/2017,12/01/2019
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HF-HRRP,129,,18.5164,20.2911,18,07/01/2017,12/01/2019
SOUTHWESTERN MEDICAL CENTER,370097,OK,READM-30-HIP-KNEE-HRRP,N/A,,5.2028,5.1189,Too Few to Report,07/01/2017,12/01/2019
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-PN-HRRP,N/A,,13.1610,13.4662,Too Few to Report,07/01/2017,12/01/2019
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-COPD-HRRP,113,,15.8289,16.5717,14,07/01/2017,12/01/2019
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
HILLCREST HOSPITAL CUSHING,370099,OK,READM-30-HF-HRRP,N/A,,19.5944,19.1772,Too Few to Report,07/01/2017,12/01/2019
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-PN-HRRP,116,,14.5598,15.6144,12,07/01/2017,12/01/2019
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-HF-HRRP,119,,23.4720,21.1052,35,07/01/2017,12/01/2019
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW MEMORIAL HOSPITAL,370100,OK,READM-30-COPD-HRRP,111,,17.6885,17.6129,20,07/01/2017,12/01/2019
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-PN-HRRP,477,,16.9087,16.8274,81,07/01/2017,12/01/2019
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-AMI-HRRP,161,,15.7071,15.5181,26,07/01/2017,12/01/2019
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-CABG-HRRP,N/A,,13.2370,13.9419,Too Few to Report,07/01/2017,12/01/2019
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-HIP-KNEE-HRRP,N/A,,8.6685,7.0195,Too Few to Report,07/01/2017,12/01/2019
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-COPD-HRRP,326,,20.8388,20.1373,71,07/01/2017,12/01/2019
INTEGRIS SOUTHWEST MEDICAL CENTER,370106,OK,READM-30-HF-HRRP,252,,21.2618,21.7780,52,07/01/2017,12/01/2019
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-COPD-HRRP,N/A,,15.9204,15.6045,Too Few to Report,07/01/2017,12/01/2019
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HF-HRRP,45,,22.8088,21.9076,13,07/01/2017,12/01/2019
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-PN-HRRP,N/A,,13.9701,15.5131,Too Few to Report,07/01/2017,12/01/2019
SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,370112,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-PN-HRRP,145,,14.8451,15.3919,19,07/01/2017,12/01/2019
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-COPD-HRRP,94,,15.7962,16.3426,12,07/01/2017,12/01/2019
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-HIP-KNEE-HRRP,N/A,,3.8850,3.7794,Too Few to Report,07/01/2017,12/01/2019
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-HF-HRRP,73,,19.2163,19.2246,14,07/01/2017,12/01/2019
INTEGRIS GROVE HOSPITAL,370113,OK,READM-30-AMI-HRRP,N/A,,13.2399,13.7175,Too Few to Report,07/01/2017,12/01/2019
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-AMI-HRRP,405,,16.3041,14.4648,73,07/01/2017,12/01/2019
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-HF-HRRP,913,,22.2307,21.8880,204,07/01/2017,12/01/2019
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-CABG-HRRP,153,,11.5663,11.9539,17,07/01/2017,12/01/2019
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-COPD-HRRP,435,,20.2190,20.2083,88,07/01/2017,12/01/2019
ASCENSION ST JOHN MEDICAL CENTER,370114,OK,READM-30-PN-HRRP,835,,15.7333,16.2690,129,07/01/2017,12/01/2019
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-COPD-HRRP,N/A,,15.8068,15.7581,Too Few to Report,07/01/2017,12/01/2019
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
STILLWATER MEDICAL - PERRY,370139,OK,READM-30-PN-HRRP,N/A,,12.6628,13.0865,Too Few to Report,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-PN-HRRP,402,,15.7970,15.4628,65,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-AMI-HRRP,55,,18.0277,16.8523,14,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-HIP-KNEE-HRRP,N/A,,3.9132,3.9123,Too Few to Report,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-HF-HRRP,139,,21.1278,20.2905,32,07/01/2017,12/01/2019
SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,370149,OK,READM-30-COPD-HRRP,124,,20.4177,18.9318,32,07/01/2017,12/01/2019
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-COPD-HRRP,N/A,,16.1644,16.0872,Too Few to Report,07/01/2017,12/01/2019
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-PN-HRRP,N/A,,14.2208,14.0980,Too Few to Report,07/01/2017,12/01/2019
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-HF-HRRP,N/A,,19.9391,19.6845,Too Few to Report,07/01/2017,12/01/2019
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
ELKVIEW GENERAL HOSPTIAL,370153,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-HF-HRRP,N/A,,17.9793,18.3739,Too Few to Report,07/01/2017,12/01/2019
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-PN-HRRP,N/A,,12.9009,14.0071,Too Few to Report,07/01/2017,12/01/2019
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
PURCELL MUNICIPAL HOSPITAL,370158,OK,READM-30-COPD-HRRP,N/A,,15.1106,15.7970,Too Few to Report,07/01/2017,12/01/2019
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-COPD-HRRP,59,,17.1834,15.8316,17,07/01/2017,12/01/2019
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-HF-HRRP,68,,19.5536,19.6439,13,07/01/2017,12/01/2019
WAGONER COMMUNITY HOSPITAL,370166,OK,READM-30-PN-HRRP,N/A,,13.5994,13.2068,Too Few to Report,07/01/2017,12/01/2019
LAWTON INDIAN HOSPITAL,370170,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWTON INDIAN HOSPITAL,370170,OK,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWTON INDIAN HOSPITAL,370170,OK,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWTON INDIAN HOSPITAL,370170,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWTON INDIAN HOSPITAL,370170,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
LAWTON INDIAN HOSPITAL,370170,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,370171,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,370171,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,370171,OK,READM-30-PN-HRRP,N/A,,13.5870,14.4704,Too Few to Report,07/01/2017,12/01/2019
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,370171,OK,READM-30-COPD-HRRP,86,,19.9606,19.1139,21,07/01/2017,12/01/2019
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,370171,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,370171,OK,READM-30-HF-HRRP,65,,19.3624,19.8532,11,07/01/2017,12/01/2019
CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,OK,READM-30-PN-HRRP,N/A,,14.3813,14.5078,Too Few to Report,07/01/2017,12/01/2019
CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,OK,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CHOCTAW NATION HEALTH SERVICES AUTHORITY,370172,OK,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAREMORE INDIAN HOSPITAL,370173,OK,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAREMORE INDIAN HOSPITAL,370173,OK,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAREMORE INDIAN HOSPITAL,370173,OK,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,07/01/2017,12/01/2019
CLAREMORE INDIAN HOSPITAL,370173,OK,READM-30-COPD-HRRP,N/A,,12.8567,13.2834,Too Few to Report,07/01/2017,12/01/2019
CLAREMORE INDIAN HOSPITAL,370173,OK,READM-30-HF-HRRP,N/A,,19.0248,19.2389,Too Few to Report,07/01/2017,12/01/2019
